Cancelled Qty,Cantidad Cancelada,
Cart Items,Artículos del Carrito,
Cost Of Goods,Costo de Mercancías,
Cost Of Goods Sold (Breakup),Costo de Mercancías Vendidas (Desglose),
Cost of Goods Sold Percent,Porcentaje de Costo de Mercancías Vendidas,
Course,Curso,
Course Icon,Icono del Curso,
Customer group,Grupo de clientes,
Daily P and L Settings,Configuración de P y G Diarias,
Default Mode Of Payments,Modo de Pago Predeterminado,
Depreciation Percent,Porcentaje de Depreciación,
Direct Fixed Expenses,Gastos Fijos Directos,
Discounts & Round Offs,Descuentos y Redondeos,
Discounts & Round Offs Percent,Porcentaje de Descuentos y Redondeos,
Electricity Closing,Cierre de Electricidad,
Electricity Opening,Apertura de Electricidad,
Electricty Charges,Cargos de Electricidad,
Employee Cost,Costo de Empleados,
Employee Cost Percent,Porcentaje de Costo de Empleados,
Employee Costs,Costos de Empleados,
Extended Hours,Horas Extendidas,
Favorite Item,Artículo Favorito,
Favorite Items,Artículos Favoritos,
Gross Profit/Loss,Utilidad/Pérdida Bruta,
Gross Profit/Loss Percent,Porcentaje de Utilidad/Pérdida Bruta,
Gross Sales,Ventas Brutas,
Gross Sales Percent,Porcentaje de Ventas Brutas,
Indicate Course,Indicar Curso,
Indirect Fixed Expenses,Gastos Fijos Indirectos,
Invoice Creation Time,Hora de Creación de Factura,
Is Aggregator,Es Agregador,
Is Take Away,Es Para Llevar,
Item Add On,Complemento de Artículo,
KOT,KOT,
KOT Items,Artículos KOT,
Latest Invoice Time,Hora de Última Factura,
Materials Consumed,Materiales Consumidos,
Modified time,Hora de modificación,
Monthly Fixed Expenses,Gastos Fijos Mensuales,
Multiple Rooms,Múltiples Habitaciones,
Net Profit/Loss Percent,Porcentaje de Utilidad/Pérdida Neta,
Net Sales,Ventas Netas,
Net Sales Percent,Porcentaje de Ventas Netas,
No Of Hours,Número de Horas,
Order No,Número de Orden,
Original KOT,KOT Original,
Other Expenses,Otros Gastos,
Other Expenses Percent,Porcentaje de Otros Gastos,
POS Item Variants,Variantes de Artículos POS,
Pax,Pax,
Percentage Expenses,Gastos Porcentuales,
Percentage Type,Tipo de Porcentaje,
Printer info,Información de Impresora,
Printers,Impresoras,
Profit / Loss,Ganancia / Pérdida,
Restaurant Room,Salón del Restaurante,
Role Permitted,Rol Permitido,
Serve Priority,Prioridad de Servicio,
Served Time,Hora de Servicio,
Special Dish,Plato Especial,
Start Time For Preparation,Hora de Inicio de Preparación,
Sub POS Closing,Cierre de Sub POS,
Sub POS Closing Payment,Pago de Cierre de Sub POS,
Sub POS Invoices,Facturas de Sub POS,
Table Info,Información de Mesa,
Table List,Lista de Mesas,
Table Shape,Forma de Mesa,
Table Takeaway,Mesa Para Llevar,
Take Away,Para Llevar,
Take Away List,Lista Para Llevar,
Tax Percent,Porcentaje de Impuesto,
Total Direct Expense,Total de Gastos Directos,
Total Direct Expense Percent,Porcentaje Total de Gastos Directos,
Total Indirect Expenses,Total de Gastos Indirectos,
Total Indirect Expenses Percent,Porcentaje Total de Gastos Indirectos,
Total Production Time,Tiempo Total de Producción,
URY Cost Of Goods,Costo de Mercancías URY,
URY Daily P And L,P y G Diarias URY,
URY Fixed Expenses,Gastos Fijos URY,
URY KOT Error Log,Registro de Errores KOT URY,
URY KOT Items,Artículos KOT URY,
URY Materials,Materiales URY,
URY Menu Course,Curso del Menú URY,
URY Notification Recipient,Destinatario de Notificación URY,
URY Order Item,Artículo de Orden URY,
URY P And L Breakup,Desglose de P y G URY,
URY P And L Materials,Materiales de P y G URY,
URY Printer Settings,Configuración de Impresora URY,
URY Production Item Groups,Grupos de Artículos de Producción URY,
URY Production Unit,Unidad de Producción URY,
URY Report Settings,Configuración de Reportes URY,
URY Variable Expenses,Gastos Variables URY,
Units Consumed,Unidades Consumidas,
Waiter,Mesero,
